desc,carbs,fat,fiber,protein,pps
Taco Bell Fiery Doritos® Locos Taco,12.00,10.00,3.00,8.00,4.40
Taco Bell Fiery Doritos® Locos Taco Supreme,15.00,12.00,3.00,9.00,5.30
Taco Bell Grilled Steak Soft Taco,19.00,14.00,2.00,11.00,6.50
Taco Bell Nacho Cheese Doritos® Double Decker® Taco,36.00,13.00,7.00,14.00,8.00
Taco Bell Nacho Cheese Doritos® Locos Tacos,13.00,9.00,2.00,8.00,4.30
Taco Bell Nacho Cheese Doritos® Locos Tacos Supreme,15.00,11.00,3.00,9.00,5.10
Taco Bell Rolled Chicken Tacos 2 pack,29.00,13.00,2.00,9.00,7.20
Taco Bell Rolled Chicken Tacos 4 pack,58.00,27.00,4.00,19.00,14.70
Taco Bell Soft Taco Supreme® – Beef,22.00,11.00,3.00,10.00,5.90
Taco Bell Soft Taco-Beef,19.00,9.00,3.00,10.00,5.10
Taco Bell Spicy Potato Soft Taco,28.00,13.00,3.00,6.00,6.70
Taco Bell 16 oz AirHeads White Mystery Freeze,45.00,0.00,0.00,0.00,4.90
Taco Bell 20 oz AirHeads White Mystery Freeze,56.00,0.00,0.00,0.00,6.10
Taco Bell 16 oz Brisk Iced Tea and Lemonade,22.00,0.00,0.00,0.00,2.40
Taco Bell 20 oz Brisk Iced Tea and Lemonade,27.00,0.00,0.00,0.00,3.00
Taco Bell 30 oz Brisk Iced Tea and Lemonade,41.00,0.00,0.00,0.00,4.50
Taco Bell 40 oz Brisk Iced Tea and Lemonade,55.00,0.00,0.00,0.00,6.00
Taco Bell 16 oz Brisk Mango Fiesta,26.00,0.00,0.00,0.00,2.90
Taco Bell 20 oz Brisk Mango Fiesta,32.00,0.00,0.00,0.00,3.50
Taco Bell 30 oz Brisk Mango Fiesta,49.00,0.00,0.00,0.00,5.40
Taco Bell 40 oz Brisk Mango Fiesta,65.00,0.00,0.00,0.00,7.10
Taco Bell Regular Caramel Apple Freeze,47.00,1.00,0.00,0.00,5.40
Taco Bell Large Caramel Apple Freeze,56.00,1.00,0.00,0.00,6.40
Taco Bell Hot Cinnabon Delights Coffee,34.00,1.00,0.00,3.00,4.30
Taco Bell Iced Cinnabon Delights Coffee,34.00,1.00,0.00,3.00,4.30
Taco Bell 16 oz Diet Mountain Dew Baja Blast,0.00,0.00,0.00,0.00,0.00
Taco Bell 30 oz Diet Mountain Dew Baja Blast,0.00,0.00,0.00,0.00,0.00
Taco Bell 20 oz Diet Mountain Dew Baja Blast,0.00,0.00,0.00,0.00,0.00
Taco Bell 40 oz Diet Mountain Dew Baja Blast,0.00,0.00,0.00,0.00,0.00
Taco Bell 16 oz Diet Pepsi,0.00,0.00,0.00,0.00,0.00
Taco Bell 30 oz Diet Pepsi,0.00,0.00,0.00,0.00,0.00
Taco Bell 20 oz Diet Pepsi,0.00,0.00,0.00,0.00,0.00
Taco Bell 40 oz Diet Pepsi,0.00,0.00,0.00,0.00,0.00
Taco Bell 16 oz Dr Pepper,54.00,0.00,0.00,0.00,5.90
Taco Bell 20 oz Dr Pepper,68.00,0.00,0.00,0.00,7.50
Taco Bell 30 oz Dr Pepper,102.00,0.00,0.00,0.00,11.20
Taco Bell 40 oz Dr Pepper,135.00,0.00,0.00,0.00,14.80
Taco Bell 16 oz Manzanita Sol,58.00,0.00,0.00,0.00,6.40
Taco Bell 20 oz Manzanita Sol,73.00,0.00,0.00,0.00,8.00
Taco Bell 30 oz Manzanita Sol,109.00,0.00,0.00,0.00,12.00
Taco Bell 40 oz Manzanita Sol,145.00,0.00,0.00,0.00,15.90
Taco Bell 16 oz Mountain Dew,58.00,0.00,0.00,0.00,6.40
Taco Bell 20 oz Mountain Dew,73.00,0.00,0.00,0.00,8.00
Taco Bell 30 oz Mountain Dew,109.00,0.00,0.00,0.00,12.00
Taco Bell 40 oz Mountain Dew,145.00,0.00,0.00,0.00,15.90
Taco Bell 16 oz Mountain Dew Baja Blast,58.00,0.00,0.00,0.00,6.40
Taco Bell 20 oz Mountain Dew Baja Blast,73.00,0.00,0.00,0.00,8.00
Taco Bell 30 oz Mountain Dew Baja Blast,109.00,0.00,0.00,0.00,12.00
Taco Bell 40 oz Mountain Dew Baja Blast,145.00,0.00,0.00,0.00,15.90
Taco Bell 16 oz Mountain Dew Baja Blast Freeze,51.00,0.00,0.00,0.00,5.60
Taco Bell 20 oz Mountain Dew Baja Blast Freeze,63.00,0.00,0.00,0.00,6.90
Taco Bell 16 oz Mountain Dew Kickstart Orange Citrus,22.00,0.00,0.00,0.00,2.40
Taco Bell 20 oz Mountain Dew Kickstart Orange Citrus,27.00,0.00,0.00,0.00,3.00
Taco Bell 30 oz Mountain Dew Kickstart Orange Citrus,41.00,0.00,0.00,0.00,4.50
Taco Bell 40 oz Mountain Dew Kickstart Orange Citrus,55.00,0.00,0.00,0.00,6.00
Taco Bell 16 oz Mountain Dew Sangria Blast,60.00,0.00,0.00,0.00,6.60
Taco Bell 20 oz Mountain Dew Sangria Blast,75.00,0.00,0.00,0.00,8.20
Taco Bell 30 oz Mountain Dew Sangria Blast,112.00,0.00,0.00,0.00,12.30
Taco Bell 40 oz Mountain Dew Sangria Blast,150.00,0.00,0.00,0.00,16.40
Taco Bell Mountain Dew Spiked Lemonade Freeze,64.00,0.00,0.00,0.00,7.00
Taco Bell 16 oz MUG Root Beer,52.00,0.00,0.00,0.00,5.70
Taco Bell 20 oz MUG Root Beer,65.00,0.00,0.00,0.00,7.10
Taco Bell 30 oz MUG Root Beer,98.00,0.00,0.00,0.00,10.70
Taco Bell 40 oz MUG Root Beer,130.00,0.00,0.00,0.00,14.30
Taco Bell Regular Orange Cream Pop Freeze,34.00,0.00,0.00,0.00,3.70
Taco Bell Large Orange Cream Pop Freeze,41.00,0.00,0.00,0.00,4.50
Taco Bell Orange Juice 10 oz,33.00,0.00,0.00,2.00,3.80
Taco Bell 16 oz Pepsi,56.00,0.00,0.00,0.00,6.10
Taco Bell 20 oz Pepsi,70.00,0.00,0.00,0.00,7.70
Taco Bell 30 oz Pepsi,105.00,0.00,0.00,0.00,11.50
Taco Bell 40 oz Pepsi,140.00,0.00,0.00,0.00,15.40
Taco Bell Premium Hot Coffee with creamer,3.00,2.00,0.00,2.00,1.00
Taco Bell Premium Iced Coffee,0.00,0.00,0.00,2.00,0.20
Taco Bell Premium Roast Coffee 12.5 oz,2.00,0.00,0.00,1.00,0.30
Taco Bell Rockstar® Punch Freeze,56.00,0.00,0.00,0.00,6.10
Taco Bell 16 oz Sierra Mist,54.00,0.00,0.00,0.00,5.90
Taco Bell 20 oz Sierra Mist,68.00,0.00,0.00,0.00,7.50
Taco Bell 30 oz Sierra Mist,101.00,0.00,0.00,0.00,11.10
Taco Bell 40 oz Sierra Mist,135.00,0.00,0.00,0.00,14.80
Taco Bell Small Skittles Freeze,43.00,0.00,0.00,0.00,4.70
Taco Bell Large Skittles Freeze,54.00,0.00,0.00,0.00,5.90
Taco Bell 16 oz Snapple Lemonade Freeze,48.00,0.00,0.00,0.00,5.30
Taco Bell 20 oz Snapple Lemonade Freeze,59.00,0.00,0.00,0.00,6.50
Taco Bell 16 oz Starburst Strawberry Freeze,49.00,0.00,0.00,0.00,5.40
Taco Bell 20 oz Starburst Strawberry Freeze,60.00,0.00,0.00,0.00,6.60
Taco Bell 16 oz Tropicana Pink Lemonade,54.00,0.00,0.00,0.00,5.90
Taco Bell 20 oz Tropicana Pink Lemonade,68.00,0.00,0.00,0.00,7.50
Taco Bell 30 oz Tropicana Pink Lemonade,101.00,0.00,0.00,0.00,11.10
Taco Bell 40 oz Tropicana Pink Lemonade,135.00,0.00,0.00,0.00,14.80
Taco Bell A.M. Crunchwrap Bacon,54.00,42.00,4.00,22.00,18.40
Taco Bell A.M. Crunchwrap Sausage,54.00,47.00,4.00,21.00,19.60
Taco Bell A.M. Crunchwrap® - Steak,51.00,38.00,4.00,26.00,17.40
Taco Bell A.M. Grilled Taco - Bacon,15.00,14.00,1.00,12.00,6.30
Taco Bell A.M. Grilled Taco - Egg and Cheese,15.00,9.00,1.00,7.00,4.50
Taco Bell A.M. Grilled Taco - Sausage,15.00,14.00,1.00,9.00,6.00
"Taco Bell Bacon, Egg & Cheese Biscuit Taco",29.00,23.00,1.00,15.00,10.40
Taco Bell Bacon Breakfast Quesalupa,42.00,34.00,3.00,21.00,15.00
Taco Bell Sausage Breakfast Quesalupa,42.00,39.00,3.00,21.00,16.30
Taco Bell Breakfast Stacker,38.00,19.00,3.00,16.00,10.30
Taco Bell California A.M. Crunchwrap,52.00,37.00,5.00,22.00,16.80
Taco Bell Cheesy Breakfast Burrito - Bacon,36.00,28.00,3.00,23.00,13.00
Taco Bell Cheesy Breakfast Burrito - Bacon - Fresco Style,36.00,19.00,2.00,16.00,10.10
Taco Bell Cheesy Breakfast Burrito - Fiesta Potato,50.00,28.00,4.00,20.00,14.20
Taco Bell Cheesy Breakfast Burrito - Fiesta Potato - Fresco Style,50.00,19.00,4.00,14.00,11.30
Taco Bell Cheesy Breakfast Burrito - Sausage,36.00,28.00,3.00,20.00,12.70
Taco Bell Cheesy Breakfast Burrito - Sausage - Fresco Style,36.00,19.00,2.00,14.00,10.00
Taco Bell Cheesy Breakfast Burrito - Steak and Egg,37.00,23.00,3.00,24.00,11.90
Taco Bell Cheesy Breakfast Burrito - Steak and Egg - Fresco Style,36.00,12.00,3.00,18.00,8.40
Taco Bell 2 Pack Cinnabon® Delights™,17.00,9.00,0.00,2.00,4.40
Taco Bell 4 Pack Cinnabon® Delights™,35.00,18.00,1.00,3.00,8.60
Taco Bell 12 Pack Cinnabon® Delights™,104.00,53.00,3.00,9.00,25.60
Taco Bell Country AM Crunchwrap - Sausage,54.00,40.00,4.00,21.00,17.80
Taco Bell Country Grilled Breakfast Burrito - Sausage,45.00,18.00,3.00,12.00,10.40
Taco Bell Sausage Dressed Egg Taco,40.00,25.00,3.00,17.00,12.10
Taco Bell Bacon Dressed Egg Taco,41.00,25.00,3.00,20.00,12.50
Taco Bell Egg and Cheese Biscuit Taco,29.00,17.00,1.00,10.00,8.40
Taco Bell Grande Scrambler Burrito - Bacon,68.00,36.00,5.00,22.00,18.30
Taco Bell Grande Scrambler Burrito - Sausage,67.00,36.00,5.00,19.00,17.90
Taco Bell Grande Scrambler Burrito - Steak,68.00,33.00,5.00,26.00,17.90
Taco Bell Grilled Breakfast Burrito - Bacon,36.00,17.00,2.00,13.00,9.30
Taco Bell Grilled Breakfast Burrito - Fiesta Potato,43.00,15.00,3.00,10.00,9.20
Taco Bell Grilled Breakfast Burrito - Sausage,36.00,17.00,2.00,11.00,9.20
Taco Bell Hash Brown,15.00,11.00,1.00,1.00,4.50
Taco Bell Mini Skillet Bowl,16.00,11.00,1.00,5.00,5.00
Taco Bell Sausage Naked Egg Taco,15.00,21.00,2.00,12.00,8.00
Taco Bell Bacon Naked Egg Taco,15.00,21.00,2.00,14.00,8.20
Taco Bell Sausage and Cheese Biscuit Taco,29.00,23.00,1.00,11.00,10.00
Taco Bell Sausage Flatbread Melt,27.00,17.00,2.00,11.00,8.20
Taco Bell Sausage Flatbread Quesadilla,27.00,10.00,1.00,10.00,6.40
"Taco Bell Sausage, Egg and Cheese Biscuit Taco",30.00,28.00,1.00,14.00,11.70
Taco Bell Chalupa Supreme® - Chicken,29.00,18.00,3.00,16.00,9.00
Taco Bell Chalupa Supreme® - Steak,29.00,18.00,3.00,14.00,8.80
Taco Bell Chalupa Supreme®–Beef,31.00,21.00,4.00,13.00,9.70
Taco Bell Double Chalupa,50.00,35.00,6.00,21.00,15.90
Taco Bell Wild Naked Chicken Chalupa,23.00,28.00,4.00,19.00,11.10
Taco Bell Mild Naked Chicken Chalupa,22.00,30.00,3.00,20.00,11.70
Taco Bell Spicy Double Chalupa,52.00,35.00,7.00,21.00,16.00
Taco Bell Avocado Ranch Dressing,1.00,8.00,0.00,0.00,2.20
Taco Bell Fire Border Sauce,0.00,0.00,0.00,0.00,0.00
Taco Bell Mild Border Sauce,0.00,0.00,0.00,0.00,0.00
Taco Bell Hot Border Sauce,0.00,0.00,0.00,0.00,0.00
Taco Bell Cilantro Dressing,2.00,9.00,0.00,0.00,2.50
Taco Bell Creamy Jalapeno Sauce,1.00,7.00,0.00,0.00,1.90
Taco Bell Green Tomatillo Sauce,2.00,0.00,0.00,0.00,0.20
Taco Bell Guacamole,2.00,3.00,1.00,0.00,0.90
Taco Bell Nacho Cheese Dip,2.00,12.00,1.00,9.00,4.00
Taco Bell Pepper Jack Sauce,1.00,7.00,0.00,0.00,1.90
Taco Bell Pico de Gallo,1.00,0.00,0.00,0.00,0.10
Taco Bell Pizza Sauce,2.00,0.00,0.00,0.00,0.20
Taco Bell Premium Guacamole Dip,3.00,6.00,2.00,1.00,1.80
Taco Bell Red Sauce,2.00,0.00,0.00,0.00,0.20
Taco Bell Reduced Fat Sour Cream,2.00,2.00,0.00,1.00,0.80
Taco Bell Reduced-Fat Sour Cream Dip,4.00,4.00,0.00,1.00,1.60
Taco Bell Salsa,1.00,0.00,0.00,0.00,0.10
Taco Bell Salsa Dip,2.00,0.00,0.00,0.00,0.20
Taco Bell Salsa Verde,1.00,0.00,0.00,0.00,0.10
Taco Bell Spicy Ranch Dip,2.00,24.00,0.00,1.00,6.50
Taco Bell Fresco Bean Burrito,57.00,9.00,9.00,11.00,8.80
Taco Bell Fresco Burrito Supreme® – Chicken,50.00,8.00,7.00,17.00,8.50
Taco Bell Fresco Burrito Supreme® – Steak,50.00,9.00,7.00,15.00,8.60
Taco Bell Fresco Chicken Soft Taco,18.00,4.00,2.00,11.00,3.90
Taco Bell Fresco Crunchy Taco,13.00,8.00,3.00,6.00,3.80
Taco Bell Fresco Grilled Steak Soft Taco,19.00,4.00,2.00,9.00,3.80
Taco Bell Fresco Soft Taco,20.00,7.00,3.00,8.00,4.50
Taco Bell Cheesy Gordita Crunch,39.00,29.00,5.00,20.00,13.20
Taco Bell Doritos® Cheesy Gordita Crunch - Cool Ranch,40.00,28.00,5.00,20.00,13.00
Taco Bell Doritos® Cheesy Gordita Crunch - Fiery,40.00,28.00,5.00,20.00,13.00
Taco Bell Doritos® Cheesy Gordita Crunch - Nacho Cheese,40.00,28.00,5.00,20.00,13.00
Taco Bell Double Cheesy Gordita Crunch,44.00,32.00,7.00,25.00,14.80
Taco Bell Gordita Supreme® – Beef,31.00,14.00,4.00,13.00,7.90
Taco Bell Gordita Supreme® - Chicken,29.00,10.00,2.00,16.00,7.10
Taco Bell Gordita Supreme® - Steak,29.00,11.00,2.00,14.00,7.10
Taco Bell Nacho Fries Bellgrande,73.00,41.00,10.00,13.00,18.90
Taco Bell Nachos BellGrande®,82.00,39.00,13.00,18.00,19.60
Taco Bell Nachos Supreme,44.00,23.00,7.00,12.00,11.30
Taco Bell Triple Layer Nachos,41.00,15.00,6.00,7.00,8.50
Taco Bell Triple Melt Nachos,19.00,16.00,3.00,10.00,6.90
Taco Bell Black Beans,12.00,2.00,5.00,4.00,1.80
Taco Bell Black Beans & Rice,33.00,5.00,5.00,6.00,5.00
Taco Bell Caramel Apple Empanada,39.00,15.00,2.00,3.00,8.20
Taco Bell Cheesy Fiesta Potatoes,32.00,17.00,3.00,4.00,8.00
Taco Bell Chips & Guacamole,32.00,20.00,6.00,4.00,8.50
Taco Bell Chips & Pico De Gallo,30.00,11.00,3.00,3.00,6.10
Taco Bell Cinnamon Twists,26.00,7.00,1.00,1.00,4.70
Taco Bell Nacho Fries,35.00,18.00,4.00,4.00,8.50
Taco Bell 6 Pack Naked Chicken Chips,29.00,24.00,1.00,14.00,10.50
Taco Bell 12 Pack Naked Chicken Chips,58.00,49.00,3.00,28.00,21.30
Taco Bell Pintos n Cheese,20.00,7.00,7.00,9.00,4.20
Taco Bell Premium Latin Rice,21.00,3.00,0.00,2.00,3.30
Taco Bell Beefy Cheddar Crunchwrap Slider,46.00,19.00,4.00,14.00,10.90
Taco Bell Beefy Mini Quesadilla,17.00,12.00,3.00,9.00,5.50
Taco Bell Beefy Nacho Griller,49.00,19.00,5.00,12.00,10.90
Taco Bell BLT Crunchwrap Slider,43.00,23.00,3.00,12.00,11.50
Taco Bell Cantina Power Bowl - Chicken,64.00,22.00,9.00,26.00,14.30
Taco Bell Cantina Power Bowl - Steak,66.00,23.00,10.00,27.00,14.80
Taco Bell Cantina Power Bowl - Veggie,75.00,21.00,14.00,14.00,13.80
Taco Bell Cheese Quesadilla,40.00,27.00,4.00,19.00,12.70
Taco Bell Cheese Roll-Up,18.00,9.00,2.00,9.00,5.00
Taco Bell Chicken Quesadilla,41.00,28.00,4.00,27.00,13.80
Taco Bell Chickstar,53.00,37.00,4.00,17.00,16.50
Taco Bell Chili Cheese Burrito,41.00,17.00,5.00,16.00,9.90
Taco Bell Chipotle Crispy Chicken Griller,22.00,18.00,1.00,9.00,7.80
Taco Bell Crispy Chicken Quesadilla,51.00,37.00,5.00,26.00,17.10
Taco Bell Crunchwrap Supreme®,71.00,21.00,7.00,16.00,14.10
Taco Bell Double Tostada,32.00,11.00,8.00,12.00,6.80
Taco Bell Express Taco Salad w/ Chips,59.00,29.00,8.00,23.00,15.40
Taco Bell Loaded Potato Griller,55.00,22.00,4.00,13.00,12.50
Taco Bell Mexican Pizza,47.00,31.00,7.00,20.00,14.40
Taco Bell MexiMelt®,21.00,14.00,3.00,14.00,6.90
Taco Bell Steak Quesalupa,36.00,23.00,3.00,22.00,11.60
Taco Bell Chicken Quesalupa,37.00,23.00,3.00,22.00,11.70
Taco Bell Beef Quesalupa,38.00,26.00,4.00,19.00,12.30
Taco Bell Shredded Chicken Mini Quesadilla,15.00,8.00,2.00,12.00,4.60
Taco Bell Spicy Chicken Crunchwrap Slider,42.00,20.00,3.00,15.00,10.90
Taco Bell Spicy Tostada,22.00,10.00,4.00,7.00,5.30
Taco Bell Stacker,39.00,18.00,4.00,18.00,10.20
Taco Bell Steak Quesadilla,41.00,28.00,4.00,25.00,13.70
Taco Bell Original Triple Double Crunchwrap,85.00,30.00,9.00,23.00,18.40
Taco Bell Spicy Triple Double Crunchwrap,87.00,38.00,9.00,23.00,20.70
Taco Bell Express Taco Salad w/ Chips,59.00,29.00,8.00,23.00,15.40
Taco Bell Fiesta Taco Salad-Beef,74.00,42.00,11.00,26.00,20.40
Taco Bell Fiesta Taco Salad-Chicken,70.00,35.00,8.00,32.00,19.00
Taco Bell Fiesta Taco Salad-Steak,70.00,36.00,8.00,28.00,18.80
Wendys Asiago Ranch Club w/Ultimate Chicken Grill,41.00,27.00,3.00,42.00,15.10
Wendys Asiago Ranch Club w/ Homestyle Chicken,56.00,36.00,4.00,35.00,18.30
Wendys Asiago Ranch Club w/SpicyChicken,57.00,37.00,3.00,40.00,19.20
Wendys Bacon Maple Chicken Sandwich,57.00,34.00,1.00,38.00,18.40
Wendys Bacon Queso Burger,36.00,32.00,2.00,33.00,15.00
Wendys Bacon Queso Chicken Sandwich,53.00,27.00,2.00,37.00,16.00
Wendys Baconator Single,40.00,40.00,2.00,36.00,17.80
"Wendys Cheeseburger, Kids' Meal",25.00,13.00,1.00,17.00,7.60
Wendys Chicken Go Wrap w/ Grilled Chicken,25.00,10.00,1.00,19.00,7.00
Wendys Chicken Go Wrap w/ Homestyle Chicken,30.00,16.00,1.00,15.00,8.70
Wendys Chicken Go Wrap w/ Spicy Chicken,31.00,16.00,1.00,17.00,9.00
Wendys Crispy Chicken BLT,37.00,24.00,1.00,20.00,12.00
Wendys Crispy Chicken Sandwich,37.00,20.00,2.00,15.00,10.40
Wendys Dave's Double Cheeseburger,42.00,48.00,3.00,50.00,21.30
Wendys Dave's Single Cheeseburger,42.00,33.00,3.00,31.00,15.70
Wendys Dave's Triple Cheeseburger,42.00,67.00,3.00,72.00,28.20
Wendys Double Stack,26.00,21.00,1.00,27.00,10.70
Wendys Fresh Mozzarella Chicken Sandwich,34.00,14.00,2.00,41.00,11.00
Wendys Giant Junior Bacon Cheeseburger (JBC),26.00,38.00,1.00,33.00,15.60
Wendys Grilled Chicken Sandwich,38.00,8.00,3.00,35.00,9.20
"Wendys Hamburger, Kids' Meal",25.00,10.00,1.00,15.00,6.60
Wendys Homestyle Chicken Fillet Sandwich,54.00,21.00,4.00,26.00,13.40
Wendys Jalapeno Fresco Spicy Chicken Sandwich,51.00,29.00,2.00,34.00,16.00
Wendys Jr. Bacon Cheeseburger (JBC),26.00,22.00,1.00,19.00,10.20
Wendys Jr. Cheeseburger,26.00,13.00,1.00,17.00,7.70
Wendys Jr. Cheeseburger Deluxe,27.00,19.00,2.00,17.00,9.20
Wendys Jr. Hamburger,25.00,10.00,1.00,15.00,6.60
Wendys Kids Grilled Chicken Wrap,25.00,10.00,1.00,19.00,7.00
Wendys Premium Cod Sandwich,51.00,23.00,3.00,18.00,12.90
Wendys S'Awesome Bacon Classic Single,40.00,40.00,3.00,34.00,17.50
Wendys S'Awesome Bacon Classic Double,41.00,57.00,3.00,54.00,23.90
Wendys S'Awesome Bacon Classic Triple,43.00,78.00,3.00,76.00,31.50
Wendys Smoky Mushroom Bacon Cheeseburger,46.00,49.00,4.00,36.00,20.60
Wendys Son of Baconator,40.00,43.00,2.00,39.00,18.90
Wendys Southwest Avocado Chicken Sandwich,57.00,34.00,6.00,38.00,18.00
Wendys Spicy Chicken Fillet Sandwich,55.00,22.00,3.00,31.00,14.30
Wendys Spicy Sriracha Chicken Sandwich,51.00,35.00,2.00,39.00,18.00
Wendys Ultimate Chicken Grill Sandwich,42.00,10.00,3.00,33.00,10.00
"Wendys All Natural Lemonade, Small Cup",49.00,0.00,0.00,0.00,5.40
"Wendys Barq's Root Beer, Small Cup",50.00,0.00,0.00,0.00,5.50
Wendys Small Berry Cherry Fruit Tea,35.00,0.00,0.00,0.00,3.80
Wendys Medium Berry Cherry Fruit Tea,61.00,0.00,0.00,0.00,6.70
Wendys Large Berry Cherry Fruit Tea,67.00,0.00,0.00,0.00,7.30
Wendys Brewed Sweetened Iced Tea,29.00,0.00,0.00,0.00,3.20
Wendys Brewed Unsweetened Iced Tea,1.00,0.00,0.00,0.00,0.10
"Wendys Coca-Cola, Small Cup",54.00,0.00,0.00,0.00,5.90
"Wendys Coke Zero™, Small Cup",0.00,0.00,0.00,0.00,0.00
"Wendys Diet Coke, Small Cup",0.00,0.00,0.00,0.00,0.00
"Wendys Dr Pepper, Small Cup",43.00,0.00,0.00,0.00,4.70
"Wendys Fanta Orange, Small Cup",49.00,0.00,0.00,0.00,5.40
"Wendys Hi-C Flashin' Fruit Punch, Small Cup",46.00,0.00,0.00,0.00,5.00
Wendys Small Honest Tropical Green Tea,14.00,0.00,0.00,0.00,1.50
Wendys Value Honest Tropical Green Tea,14.00,0.00,0.00,0.00,1.50
Wendys Large Honest Tropical Green Tea,29.00,0.00,0.00,0.00,3.20
Wendys Medium Honest Tropical Green Tea,30.00,0.00,0.00,0.00,3.30
Wendys Juicy Juice Apple Juice,22.00,0.00,0.00,0.00,2.40
Wendys Small Mango Peach FruitTea Chiller,37.00,0.00,0.00,0.00,4.10
Wendys Medium Mango Peach FruitTea Chiller,64.00,0.00,0.00,0.00,7.00
Wendys Large Mango Peach FruitTea Chiller,72.00,0.00,0.00,0.00,7.90
"Wendys Minute Maid Light Lemonade, Small Cup",1.00,0.00,0.00,0.00,0.10
Wendys Nestlé Pure Life Bottled Water,0.00,0.00,0.00,0.00,0.00
"Wendys Pibb Xtra, Small Cup",43.00,0.00,0.00,0.00,4.70
"Wendys Sprite, Small Cup",43.00,0.00,0.00,0.00,4.70
Wendys Strawberry Iced Tea,13.00,0.00,0.00,0.00,1.40
Wendys Strawberry Lemonade,51.00,0.00,0.00,0.00,5.60
Wendys Small Strawberry Passion FruiTea Chiller,38.00,0.00,0.00,0.00,4.20
Wendys Medium Strawberry Passion FruiTea Chiller,65.00,0.00,0.00,0.00,7.10
Wendys Large Strawberry Passion FruiTea Chiller,73.00,0.00,0.00,0.00,8.00
Wendys Small Strawberry Watermelon Fruit Tea,36.00,0.00,0.00,0.00,3.90
Wendys Medium Strawberry Watermelon Fruit Tea,62.00,0.00,0.00,0.00,6.80
Wendys Large Strawberry Watermelon Fruit Tea,69.00,0.00,0.00,0.00,7.60
Wendys TruMoo Lowfat Chocolate Milk,22.00,3.00,0.00,7.00,3.80
Wendys TruMoo Lowfat White Milk,12.00,3.00,0.00,8.00,2.80
Wendys Artisan Egg Sandwich with All-Natural Sausage,31.00,33.00,1.00,22.00,13.80
Wendys Artisan Egg Sandwich with Applewood Smoked Bacon,30.00,18.00,1.00,19.00,9.60
Wendys Artisan Sandwich with Egg & Cheese,29.00,13.00,1.00,15.00,7.80
Wendys Fresh-Baked Biscuit with All-Natural Sausage,38.00,37.00,2.00,21.00,15.40
Wendys Fresh-Baked Biscuit with Applewood Smoked Bacon,36.00,21.00,2.00,17.00,10.70
Wendys Fresh-Baked Biscuit with Egg & Cheese,36.00,18.00,2.00,14.00,9.70
Wendys Honey Butter Chicken Biscuit,52.00,25.00,2.00,21.00,13.90
Wendys Mornin' Melt Panini with All-Natural Sausage,34.00,47.00,1.00,32.00,18.70
Wendys Mornin' Melt Panini with Egg & Cheese,33.00,27.00,1.00,25.00,12.80
Wendys Mornin' Melt® Panini with Applewood Smoked Bacon,33.00,32.00,1.00,30.00,14.50
"Wendys Orange Juice, Small",31.00,0.00,1.00,2.00,3.50
Wendys Sausage & Egg Burrito,12.00,20.00,1.00,12.00,7.50
Wendys Sausage Biscuit,37.00,29.00,2.00,13.00,12.50
Wendys Sausage Gravy & Biscuit,51.00,24.00,2.00,9.00,12.40
Wendys Seasoned Homestyle Potatoes,34.00,9.00,3.00,2.00,6.00
Wendys Steel-Cut Oatmeal with Apples and Caramel,47.00,2.00,3.00,4.00,5.80
Wendys Steel-Cut Oatmeal with Cranberries and Pecans,57.00,12.00,4.00,5.00,9.50
Wendys Steel-Cut Oatmeal with Summer Berries,40.00,2.00,3.00,4.00,5.00
"Wendys Steel-Cut Oatmeal, Plain",33.00,3.00,3.00,5.00,4.60
"Wendys Caramel Iced Coffee, Small",9.00,5.00,0.00,1.00,2.40
"Wendys English Breakfast Premium Hot Tea, Small",0.00,0.00,0.00,0.00,0.00
"Wendys Lemongrass Green Premium Hot Tea, Small",0.00,0.00,0.00,0.00,0.00
"Wendys Mocha Iced Coffee, Small",12.00,5.00,0.00,1.00,2.70
"Wendys Original Redhead Hot Coffee, Decaffeinated, Small",2.00,0.00,0.00,0.00,0.20
"Wendys Original Redhead Hot Coffee, Small",3.00,0.00,0.00,0.00,0.30
"Wendys Redhead Roasters®Hot Coffee, Regular",0.00,0.00,0.00,0.00,0.00
"Wendys Skinny Vanilla Iced Coffee, Small",7.00,5.00,0.00,1.00,2.10
"Wendys Vanilla Iced Coffee, Small",11.00,5.00,0.00,1.00,2.60
Wendys Barbecue Nugget Sauce,11.00,0.00,0.00,0.00,1.20
Wendys Brown Sugar,9.00,0.00,0.00,0.00,1.00
Wendys Buttery Best Spread,0.00,6.00,0.00,0.00,1.50
"Wendys Cheddar Cheese, Shredded",1.00,6.00,0.00,4.00,2.00
Wendys Heartland Ranch Dipping Sauce,3.00,12.00,0.00,0.00,3.40
Wendys Honey Mustard Nugget Sauce,7.00,6.00,0.00,0.00,2.30
Wendys Hot Chili Seasoning Packet,1.00,0.00,0.00,0.00,0.10
Wendys Hot Sauce,2.00,0.00,0.00,0.00,0.20
Wendys Saltine Crackers,5.00,1.00,0.00,1.00,0.90
Wendys Smoky BBQ Side Sauce,10.00,0.00,0.00,0.00,1.10
Wendys Spicy BBQ Side Sauce,16.00,0.00,0.00,0.00,1.80
Wendys Sweet & Sour Nugget Sauce,12.00,0.00,0.00,0.00,1.30
Wendys Sweet BBQ Side Sauce,15.00,0.00,0.00,0.00,1.60
